2012/08/13,00:00, 250.353275, 29.243112, 382.691534
2012/08/13,01:00, 49.872900, 29.372626, 116.963656
2012/08/13,02:00, 0.000000, 30.088188, 1.687437
2012/08/13,03:00, 0.000000, 29.652199, 96.627710
2012/08/13,04:00, 0.000000, 29.767539, 98.244889
2012/08/13,05:00, 0.000000, 29.835976, 42.399760
2012/08/13,06:00, 0.000000, 29.325702, 184.653955
2012/08/13,07:00, 0.273705, 29.570083, 74.606982
2012/08/13,08:00, 94.271696, 29.227948, 170.030941
2012/08/13,09:00, 192.042887, 29.366758, 98.885140
2012/08/13,10:00, 255.366455, 29.194706, 364.745833
2012/08/13,11:00, 81.892686, 29.963826, 74.909312
2012/08/13,12:00, 2.697945, 30.455731, 0.839253
2012/08/13,13:00, 3.225804, 30.483105, 0.510845
2012/08/13,14:00, 2.854347, 30.520251, 0.807807
2012/08/13,15:00, 3.558160, 30.621916, 0.536336
2012/08/13,16:00, 2.854348, 30.631691, 0.651883
2012/08/13,17:00, 0.449658, 30.721629, 0.590296
2012/08/13,18:00, 0.000000, 30.743134, 0.801853
2012/08/13,19:00, 0.000000, 30.802823, 0.967955
2012/08/13,20:00, 0.000000, 30.784176, 0.875349
2012/08/13,21:00, 0.000000, 30.739225, 1.308047
2012/08/13,22:00, 0.000000, 30.739223, 1.223054
2012/08/13,23:00, 0.000000, 30.629736, 1.548724
