2015/12/08, 19:14:35, 482.8
2015/12/08, 19:14:36, 472.1
2015/12/08, 19:14:40, 472.1
2015/12/08, 19:14:43, 475.7
2015/12/08, 19:14:47, 479.2
2015/12/08, 19:14:50, 486.4
2015/12/08, 19:14:54, 486.4
2015/12/08, 19:14:57, 482.8
2015/12/08, 19:15:01, 479.2
2015/12/08, 19:15:04, 475.7
2015/12/08, 19:15:08, 472.1
2015/12/08, 19:15:11, 482.8
2015/12/08, 19:15:15, 486.4
2015/12/08, 19:15:18, 482.8
2015/12/08, 19:15:22, 479.2
2015/12/08, 19:15:25, 475.7
2015/12/08, 19:15:29, 472.1
2015/12/08, 19:15:32, 475.7
2015/12/08, 19:15:36, 486.4
2015/12/08, 19:15:39, 482.8
2015/12/08, 19:15:43, 472.1
2015/12/08, 19:15:46, 479.2
2015/12/08, 19:15:50, 486.4
2015/12/08, 19:15:53, 482.8
2015/12/08, 19:15:57, 479.2
2015/12/08, 19:16:00, 472.1
2015/12/08, 19:16:04, 475.7
2015/12/08, 19:16:07, 489.9
2015/12/08, 19:16:11, 479.2
2015/12/08, 19:16:14, 472.1
2015/12/08, 19:16:18, 479.2
2015/12/08, 19:16:21, 486.4
2015/12/08, 19:16:25, 475.7
2015/12/08, 19:16:28, 475.7
2015/12/08, 19:16:32, 482.8
2015/12/08, 19:16:35, 479.2
2015/12/08, 19:16:39, 472.1
2015/12/08, 19:16:42, 482.8
2015/12/08, 19:16:46, 482.8
2015/12/08, 19:16:49, 472.1
2015/12/08, 19:16:53, 486.4
2015/12/08, 19:16:56, 475.7
2015/12/08, 19:17:00, 486.4
2015/12/08, 19:17:03, 479.2
2015/12/08, 19:17:07, 479.2
2015/12/08, 19:17:10, 475.7
2015/12/08, 19:17:14, 486.4
2015/12/08, 19:17:17, 479.2
2015/12/08, 19:17:21, 472.1
2015/12/08, 19:17:24, 482.8
2015/12/08, 19:17:28, 486.4
2015/12/08, 19:17:31, 475.7
2015/12/08, 19:17:35, 472.1
2015/12/08, 19:17:38, 482.8
2015/12/08, 19:17:42, 486.4
2015/12/08, 19:17:45, 482.8
2015/12/08, 19:17:49, 475.7
2015/12/08, 19:17:52, 482.8
2015/12/08, 19:17:56, 486.4
2015/12/08, 19:17:59, 475.7
2015/12/08, 19:18:03, 482.8
2015/12/08, 19:18:06, 486.4
2015/12/08, 19:18:10, 482.8
2015/12/08, 19:18:13, 486.4
2015/12/08, 19:18:17, 475.7
2015/12/08, 19:18:20, 479.2
2015/12/08, 19:18:24, 489.9
2015/12/08, 19:18:27, 479.2
2015/12/08, 19:18:31, 475.7
2015/12/08, 19:18:34, 486.4
2015/12/08, 19:18:38, 479.2
2015/12/08, 19:18:41, 475.7
2015/12/08, 19:18:45, 486.4
2015/12/08, 19:18:48, 472.1
2015/12/08, 19:18:52, 486.4
2015/12/08, 19:18:55, 475.7
2015/12/08, 19:18:58, 479.2
2015/12/08, 19:19:02, 486.4
2015/12/08, 19:19:05, 475.7
2015/12/08, 19:19:09, 472.1
2015/12/08, 19:19:12, 482.8
2015/12/08, 19:19:16, 489.9
2015/12/08, 19:19:19, 472.1
2015/12/08, 19:19:23, 475.7
2015/12/08, 19:19:26, 489.9
2015/12/08, 19:19:30, 475.7
2015/12/08, 19:19:33, 479.2
2015/12/08, 19:19:37, 486.4
2015/12/08, 19:19:40, 479.2
2015/12/08, 19:19:44, 486.4
2015/12/08, 19:19:47, 472.1
2015/12/08, 19:19:51, 489.9
2015/12/08, 19:19:54, 475.7
2015/12/08, 19:19:58, 482.8
2015/12/08, 19:20:01, 479.2
2015/12/08, 19:20:05, 479.2
2015/12/08, 19:20:08, 479.2
2015/12/08, 19:20:12, 479.2
2015/12/08, 19:20:15, 482.8
2015/12/08, 19:20:19, 479.2
2015/12/08, 19:20:22, 479.2
2015/12/08, 19:20:26, 475.7
2015/12/08, 19:20:29, 486.4
2015/12/08, 19:20:33, 482.8
2015/12/08, 19:20:36, 472.1
2015/12/08, 19:20:40, 482.8
2015/12/08, 19:20:43, 479.2
2015/12/08, 19:20:47, 482.8
2015/12/08, 19:20:50, 479.2
2015/12/08, 19:20:54, 472.1
2015/12/08, 19:20:57, 482.8
2015/12/08, 19:21:01, 489.9
2015/12/08, 19:21:04, 479.2
2015/12/08, 19:21:08, 486.4
2015/12/08, 19:21:11, 479.2
2015/12/08, 19:21:15, 472.1
2015/12/08, 19:21:18, 475.7
2015/12/08, 19:21:22, 486.4
2015/12/08, 19:21:25, 479.2
2015/12/08, 19:21:29, 475.7
2015/12/08, 19:21:32, 482.8
2015/12/08, 19:21:36, 475.7
2015/12/08, 19:21:39, 486.4
2015/12/08, 19:21:43, 479.2
2015/12/08, 19:21:46, 475.7
2015/12/08, 19:21:50, 486.4
2015/12/08, 19:21:53, 472.1
2015/12/08, 19:21:57, 486.4
2015/12/08, 19:22:00, 475.7
2015/12/08, 19:22:04, 479.2
2015/12/08, 19:22:07, 475.7
2015/12/08, 19:22:11, 479.2
2015/12/08, 19:22:14, 482.8
2015/12/08, 19:22:18, 472.1
2015/12/08, 19:22:21, 486.4
2015/12/08, 19:22:25, 475.7
